loan_id,applicant_age,marriage,education,job_tenure_months,monthly_income_cny,company_age_years,industry_l1,scale,region,current_ratio,debt_ratio,roe,revenue_yoy,net_margin,loan_amount_wan,term_months,rate_pct,collateral_type,purpose,credit_score,past_overdue_count_1y,current_overdue_count,guarantee_times_1y,query_times_3m,bank_balance_stddev_3m,large_debit_count_1m,cross_province_count_1m,days_past_due
L001684,58,未婚,高中及以下,108,11037,10.2,农林牧渔,中型,华东,1.54,0.46,6.62,-3.59,3.20,424.05,30,11.21,信用,设备购置,654,2,1,0,12,0.35,8,3,27
L001685,56,已婚,大专,202,18147,,,,华中,,,,,,196.96,18,11.70,保证,流动资金,546,1,2,4,9,0.33,7,3,88
L001686,48,已婚,高中及以下,1,7795,2.7,住宿餐饮,中型,华中,0.81,0.71,4.71,1.44,-8.28,335.07,9,17.86,抵押,应收账款融资,595,1,0,6,17,0.32,12,6,42
L001687,54,已婚,本科,97,28428,,,,西南,,,,,,161.07,36,6.46,抵押,消费,810,0,0,1,6,0.16,0,1,0
L001688,38,已婚,高中及以下,0,75231,12.8,批发零售,小型,西南,2.30,0.21,18.66,15.77,9.63,1898.91,36,5.32,保证,设备购置,888,0,0,1,5,0.18,1,2,0
L001689,30,未婚,本科,59,19611,27.4,交通运输,小型,华东,1.18,0.76,11.47,4.01,2.43,886.49,18,9.49,信用,设备购置,640,2,0,3,6,0.21,5,2,21
L001690,45,未婚,大专,69,13654,,,,西北,,,,,,297.92,60,7.81,保证,流动资金,623,2,0,3,4,0.16,6,5,24
L001691,26,已婚,本科,114,11889,,,,西南,,,,,,170.88,18,16.28,保证,消费,528,2,2,2,14,0.53,8,5,67
L001692,60,未婚,本科,89,53443,23.1,信息技术,小型,华中,3.09,0.44,8.30,16.27,12.97,1751.30,9,6.22,保证,技术改造,830,0,0,1,4,0.08,0,2,0
L001693,59,未婚,高中及以下,98,71797,4.2,批发零售,中型,华中,2.67,0.22,15.87,12.19,17.88,1302.30,60,4.51,信用,设备购置,725,1,0,1,4,0.12,2,0,0
L001694,28,未婚,高中及以下,102,46982,20.3,制造业,小型,华中,3.01,0.47,16.30,9.50,19.58,1333.02,36,6.72,抵押,设备购置,765,0,0,1,0,0.15,1,2,0
L001695,58,已婚,高中及以下,33,79182,,,,西南,,,,,,113.30,6,3.55,抵押,流动资金,800,0,0,1,2,0.12,0,1,0
L001696,26,离异,大专,100,9729,6.7,制造业,小型,华中,0.95,0.70,2.15,-21.77,-4.03,183.28,9,13.06,信用,原材料采购,511,3,0,5,5,0.32,11,6,33
L001697,38,已婚,高中及以下,87,51781,,,,华北,,,,,,58.87,36,6.38,信用,消费,715,0,0,0,3,0.19,1,0,0
L001698,50,未婚,本科,70,25138,,,,华东,,,,,,194.10,48,9.80,信用,经营周转,634,1,1,2,10,0.31,8,2,30
L001699,32,已婚,高中及以下,103,10350,6.8,批发零售,中型,华南,1.06,0.71,10.18,-9.95,1.54,955.31,24,7.57,抵押,应收账款融资,602,2,0,3,10,0.22,7,2,14
L001700,31,离异,大专,61,4369,,,,东北,,,,,,114.45,12,16.41,抵押,流动资金,511,4,0,5,7,0.44,5,9,134
L001701,54,未婚,本科,86,34448,9.5,科学研究,小型,华东,3.46,0.44,21.24,28.06,10.16,289.85,30,5.57,抵押,经营周转,896,0,0,1,4,0.19,0,2,0
L001702,48,已婚,本科,74,8419,,,,华东,,,,,,143.82,12,21.48,保证,流动资金,466,9,2,5,21,0.59,18,9,130
L001703,62,已婚,硕士,35,39986,17.7,信息技术,中型,华南,2.93,0.48,11.76,25.74,14.36,837.26,36,4.40,抵押,应收账款融资,760,0,0,1,3,0.13,2,0,0
L001704,50,未婚,本科,96,13778,,,,西北,,,,,,42.81,30,10.37,保证,装修,603,0,0,0,11,0.24,1,5,2
L001705,63,未婚,本科,32,10748,15.4,批发零售,小型,西南,1.55,0.78,9.80,7.09,9.09,785.60,36,10.41,保证,原材料采购,662,0,0,3,3,0.33,6,5,24
L001706,34,已婚,大专,0,37333,16.1,租赁商服,大型,华南,2.50,0.42,23.63,29.15,12.23,1025.76,9,3.88,保证,技术改造,749,0,0,0,2,0.19,1,1,0
L001707,60,未婚,高中及以下,0,12121,21.7,住宿餐饮,小型,华东,0.72,0.80,-11.62,-5.17,-9.39,346.56,6,13.02,保证,设备购置,537,2,0,5,11,0.41,8,4,86
L001708,39,已婚,本科,45,13777,22.4,批发零售,大型,西北,0.76,0.90,2.00,-25.48,-3.99,630.31,24,17.52,抵押,经营周转,512,2,2,5,12,0.46,10,5,61
L001709,63,已婚,本科,63,9656,13.5,租赁商服,中型,西南,3.41,0.37,15.13,18.37,16.80,318.56,18,3.98,保证,流动资金,763,0,0,0,5,0.13,2,1,0
L001710,56,已婚,本科,54,21583,24.3,批发零售,小型,东北,1.41,0.57,4.89,10.19,0.99,662.49,12,6.20,抵押,应收账款融资,677,1,0,1,6,0.24,5,4,28
L001711,55,已婚,大专,65,15131,,,,华北,,,,,,23.96,48,6.29,信用,流动资金,874,0,0,0,6,0.14,1,1,0
L001712,38,已婚,大专,56,10884,24.2,科学研究,小型,华东,0.67,0.96,-18.24,-11.02,-22.16,325.96,30,18.56,信用,流动资金,504,3,3,3,24,0.70,23,23,163
L001713,55,已婚,高中及以下,13,38224,1.8,制造业,小型,西北,2.66,0.21,22.77,26.58,21.06,1071.77,6,3.50,抵押,设备购置,782,0,0,1,5,0.10,3,0,0
L001714,34,已婚,高中及以下,44,78923,,,,华北,,,,,,180.93,18,7.26,抵押,流动资金,834,0,0,0,6,0.16,1,0,0
L001715,22,离异,本科,116,20491,24.7,信息技术,中型,华东,1.56,0.67,4.91,-1.70,7.69,275.83,30,7.20,保证,应收账款融资,646,1,0,2,3,0.39,1,3,16
L001716,45,已婚,大专,118,13710,4.9,建筑业,小型,东北,1.21,0.52,6.19,5.22,8.87,127.56,24,7.93,信用,技术改造,641,1,0,0,11,0.19,4,1,1
L001717,49,已婚,高中及以下,20,9677,27.5,住宿餐饮,中型,华中,1.01,0.56,3.16,3.54,8.10,584.30,12,8.84,抵押,原材料采购,652,0,0,0,12,0.36,5,0,17
L001718,33,未婚,本科,0,77851,,,,华南,,,,,,112.61,12,6.13,信用,消费,769,0,0,0,6,0.06,1,1,0
L001719,42,未婚,本科,26,29861,22.9,科学研究,小型,东北,0.97,0.68,3.22,10.45,7.29,51.36,36,6.67,信用,技术改造,702,0,0,3,6,0.37,6,3,9
L001720,29,未婚,高中及以下,29,27406,4.6,租赁商服,中型,华北,0.98,0.76,9.71,1.83,4.85,201.37,12,8.91,保证,设备购置,682,2,0,3,12,0.16,3,2,32
L001721,65,已婚,本科,78,14075,,,,华南,,,,,,234.54,3,16.56,信用,装修,542,4,0,6,13,0.54,13,3,5
L001722,57,未婚,本科,26,75014,11.7,教育,小型,东北,2.21,0.25,16.65,18.94,23.99,1765.92,30,6.55,抵押,经营周转,899,0,0,1,2,0.12,1,1,0
L001723,44,已婚,大专,39,28571,10.8,信息技术,中型,华中,3.45,0.30,15.74,12.17,10.01,1428.38,24,6.17,保证,设备购置,830,0,0,0,0,0.06,1,1,0
L001724,29,已婚,大专,91,69596,,,,华南,,,,,,127.20,24,4.15,保证,消费,866,0,0,0,4,0.07,3,2,0
L001725,27,已婚,高中及以下,119,39787,,,,西南,,,,,,65.96,48,3.71,抵押,消费,738,0,0,1,6,0.19,3,2,0
L001726,38,丧偶,高中及以下,108,53782,,,,西南,,,,,,84.18,60,5.83,信用,流动资金,812,0,0,1,1,0.15,2,1,0
L001727,65,已婚,高中及以下,120,20861,2.5,租赁商服,中型,华东,1.43,0.66,0.33,-1.97,6.63,177.46,24,7.91,信用,原材料采购,718,2,1,3,8,0.23,6,4,30
L001728,58,已婚,大专,93,25999,,,,华中,,,,,,133.49,3,8.98,抵押,装修,696,1,0,2,10,0.34,8,3,17
L001729,59,未婚,高中及以下,88,6394,9.0,批发零售,小型,西南,1.55,0.70,11.93,10.27,4.65,782.89,24,9.58,保证,技术改造,674,1,0,1,5,0.34,5,2,16
L001730,46,已婚,大专,0,17114,9.3,制造业,小型,华东,1.22,0.51,12.00,12.16,3.75,962.11,9,8.39,抵押,技术改造,612,1,0,0,4,0.28,2,0,19
L001731,39,未婚,硕士,66,17896,,,,华北,,,,,,200.14,36,12.93,抵押,经营周转,563,1,0,3,7,0.34,15,3,41
L001732,32,已婚,本科,106,74787,,,,西北,,,,,,162.53,36,6.56,信用,消费,892,0,0,0,2,0.09,3,0,5
L001733,39,已婚,大专,60,65219,20.1,制造业,小型,西北,2.22,0.28,14.30,18.87,16.94,392.30,6,5.95,信用,原材料采购,867,0,0,0,3,0.10,1,0,0
L001734,55,已婚,大专,7,60875,,,,华东,,,,,,129.64,9,3.54,抵押,经营周转,711,0,0,1,3,0.16,1,0,0
L001735,47,已婚,本科,99,64816,4.4,制造业,小型,西南,1.58,0.28,9.04,10.98,9.09,299.57,12,6.91,保证,流动资金,785,0,0,1,2,0.17,0,2,0
L001736,31,未婚,高中及以下,16,66732,,,,华东,,,,,,115.22,12,4.58,信用,装修,787,0,0,0,6,0.10,1,0,0
L001737,31,已婚,高中及以下,57,5092,16.0,住宿餐饮,小型,华东,0.89,0.74,-10.28,-27.85,-1.21,513.89,6,12.69,信用,经营周转,518,3,2,5,7,0.37,7,2,55
L001738,53,未婚,高中及以下,51,72772,,,,华北,,,,,,193.64,48,5.33,信用,装修,805,0,0,1,5,0.15,2,1,0
L001739,37,已婚,高中及以下,163,15401,14.4,交通运输,小型,华南,0.79,0.98,0.61,-14.97,-1.18,326.90,60,14.36,保证,技术改造,524,1,2,4,5,0.54,10,5,43
L001740,32,已婚,博士,25,76122,,,,东北,,,,,,47.39,12,4.29,信用,经营周转,876,0,0,0,0,0.09,1,2,0
L001741,65,已婚,高中及以下,98,74559,29.6,批发零售,小型,华东,2.39,0.21,19.31,21.13,11.75,1441.84,60,6.08,抵押,技术改造,707,0,0,1,5,0.05,2,0,0
L001742,57,离异,本科,79,28229,,,,华东,,,,,,218.97,36,8.19,保证,消费,624,0,1,2,3,0.24,4,2,25
L001743,33,已婚,本科,81,58266,,,,华东,,,,,,11.08,12,7.00,抵押,流动资金,768,0,0,1,2,0.14,0,2,0
L001744,61,已婚,大专,82,61276,,,,西北,,,,,,82.36,36,6.05,保证,装修,800,0,0,1,3,0.16,2,0,0
L001745,64,未婚,本科,79,56092,,,,东北,,,,,,176.11,30,4.21,抵押,消费,869,0,0,0,2,0.17,2,2,0
L001746,52,已婚,高中及以下,74,25537,9.0,交通运输,中型,华东,1.59,0.50,5.16,-3.23,7.26,263.68,60,6.40,信用,原材料采购,714,2,0,2,2,0.33,7,2,23
L001747,29,已婚,高中及以下,7,18337,,,,华中,,,,,,23.60,60,8.19,信用,消费,698,0,1,0,7,0.19,5,1,6
L001748,57,已婚,大专,0,54837,9.1,制造业,小型,华中,3.37,0.28,15.93,21.48,8.51,1095.98,12,6.43,抵押,原材料采购,888,0,0,1,2,0.14,2,1,3
L001749,59,未婚,高中及以下,59,11934,21.8,建筑业,中型,西北,2.88,0.46,21.70,27.94,10.94,158.46,18,3.57,信用,原材料采购,800,0,0,1,1,0.07,3,1,0
L001750,44,已婚,高中及以下,78,14347,15.7,信息技术,小型,西南,2.33,0.47,15.56,25.25,19.01,607.82,6,4.88,抵押,技术改造,715,0,0,1,5,0.20,0,0,0
L001751,56,已婚,高中及以下,47,73319,26.0,建筑业,小型,华北,1.92,0.33,11.28,7.80,14.68,1329.60,24,3.54,抵押,应收账款融资,733,1,0,0,5,0.07,2,0,0
L001752,31,已婚,高中及以下,81,60823,29.7,批发零售,中型,华北,1.85,0.52,17.33,15.92,21.45,1505.41,36,4.01,信用,设备购置,755,0,0,0,3,0.08,0,0,0
L001753,39,未婚,高中及以下,0,16226,25.9,建筑业,中型,东北,3.49,0.41,19.25,26.13,18.93,1081.06,24,6.43,抵押,经营周转,703,0,0,0,6,0.18,0,2,0
L001754,47,已婚,大专,17,42502,21.4,住宿餐饮,中型,华北,3.18,0.51,17.33,26.97,8.64,233.13,36,6.06,抵押,技术改造,791,0,0,0,2,0.16,0,0,0
L001755,51,未婚,高中及以下,136,17702,15.3,居民服务,中型,西北,1.67,0.44,23.07,9.77,20.95,1987.39,18,3.72,抵押,设备购置,809,0,0,1,4,0.13,3,1,0
L001756,42,未婚,本科,61,35457,,,,东北,,,,,,86.22,60,7.16,保证,流动资金,799,0,0,0,0,0.12,1,2,0
L001757,64,未婚,本科,0,5596,,,,华南,,,,,,235.74,18,17.06,保证,经营周转,355,11,2,2,17,0.94,26,10,56
L001758,24,已婚,本科,75,21969,,,,华东,,,,,,77.16,36,7.12,抵押,消费,663,1,0,2,7,0.15,1,5,12
L001759,38,已婚,高中及以下,67,6470,,,,华中,,,,,,286.47,12,13.52,抵押,消费,539,1,2,5,16,0.42,5,4,63
L001760,22,已婚,本科,62,14744,,,,华北,,,,,,117.06,36,7.40,信用,流动资金,779,0,0,0,3,0.12,2,2,0
L001761,34,未婚,高中及以下,79,75655,,,,东北,,,,,,179.70,12,6.36,抵押,流动资金,870,0,0,1,1,0.17,2,2,0
L001762,52,离异,本科,17,63585,,,,华南,,,,,,24.25,24,6.15,信用,流动资金,754,0,0,1,4,0.11,2,1,0
L001763,23,已婚,大专,75,25933,26.0,建筑业,中型,华东,2.01,0.23,21.06,5.24,19.65,146.72,30,6.32,保证,原材料采购,700,0,0,0,0,0.12,0,2,0
L001764,36,未婚,高中及以下,40,56340,12.3,制造业,大型,东北,1.78,0.44,24.75,22.25,22.99,351.24,9,4.57,保证,流动资金,704,0,0,1,2,0.10,0,1,0
L001765,43,未婚,本科,42,35580,,,,华北,,,,,,86.13,6,6.90,保证,流动资金,746,0,0,1,6,0.17,2,2,3
L001766,27,未婚,高中及以下,0,26361,,,,西南,,,,,,170.97,30,7.12,保证,消费,716,0,0,0,1,0.13,3,1,0
L001767,35,已婚,本科,42,12945,,,,华东,,,,,,96.37,30,14.30,信用,装修,556,3,0,6,12,0.54,11,8,49
L001768,47,未婚,本科,34,75059,,,,华南,,,,,,26.84,30,6.99,保证,流动资金,720,0,0,0,0,0.16,3,1,0
L001769,43,已婚,大专,130,59976,1.0,制造业,小型,华中,2.30,0.38,23.39,23.66,14.41,1902.10,12,5.59,信用,原材料采购,888,0,0,1,2,0.13,1,2,0
L001770,44,未婚,高中及以下,78,42514,18.2,电力燃气,中型,华北,3.09,0.45,19.83,17.91,24.04,243.84,6,7.15,抵押,原材料采购,854,0,0,1,1,0.08,1,0,0
L001771,35,已婚,大专,17,43384,,,,东北,,,,,,68.44,36,5.33,信用,装修,738,0,0,1,2,0.09,0,2,0
L001772,54,已婚,大专,54,31971,,,,华东,,,,,,157.69,9,5.44,信用,流动资金,852,0,0,0,5,0.16,0,1,0
L001773,39,已婚,大专,104,23364,9.8,建筑业,小型,华东,1.13,0.74,9.54,7.26,9.61,301.21,9,9.27,抵押,经营周转,657,0,0,3,3,0.22,5,3,15
L001774,27,已婚,高中及以下,0,7149,,,,华南,,,,,,22.31,12,10.95,保证,经营周转,660,0,0,3,3,0.22,7,0,17
L001775,52,已婚,高中及以下,87,29935,,,,西南,,,,,,95.69,6,8.71,保证,消费,686,1,1,1,9,0.28,8,3,18
L001776,45,已婚,大专,91,24041,24.8,制造业,中型,华南,1.33,0.77,9.07,14.26,2.47,476.49,24,7.42,保证,应收账款融资,704,1,1,2,4,0.29,7,3,6
L001777,44,未婚,本科,82,24179,,,,东北,,,,,,18.18,60,9.93,保证,装修,633,1,0,2,6,0.37,8,3,2
L001778,44,未婚,大专,130,27542,23.5,制造业,小型,西北,2.67,0.44,15.92,22.92,17.33,690.39,36,6.71,抵押,经营周转,838,0,0,0,6,0.18,3,0,0
L001779,50,已婚,本科,123,9352,,,,华东,,,,,,140.17,12,8.11,保证,装修,668,0,0,3,10,0.28,1,4,18
L001780,46,离异,本科,0,24887,,,,华北,,,,,,104.10,3,6.29,信用,消费,731,0,0,1,1,0.06,3,0,0
L001781,47,未婚,大专,47,10621,12.1,农林牧渔,小型,东北,0.62,0.76,-3.61,-7.98,-7.28,294.75,36,13.39,抵押,应收账款融资,553,6,0,4,7,0.42,14,12,56
L001782,51,未婚,本科,0,6672,5.0,建筑业,大型,华南,0.56,0.87,-9.15,-27.54,1.66,277.22,18,17.97,保证,流动资金,534,5,2,5,10,0.48,6,7,113
L001783,50,已婚,大专,153,10673,,,,华北,,,,,,136.82,18,16.61,抵押,消费,523,2,0,5,6,0.63,9,3,56
L001784,42,丧偶,本科,61,19356,21.0,交通运输,中型,华东,0.64,0.91,-14.34,-24.38,4.22,713.20,36,10.55,保证,应收账款融资,531,5,0,2,11,0.66,6,7,85
L001785,45,已婚,本科,104,21435,,,,华东,,,,,,60.49,48,4.73,保证,装修,814,0,0,0,0,0.16,3,0,0
L001786,41,丧偶,高中及以下,105,8605,,,,华北,,,,,,264.76,12,17.45,抵押,装修,565,6,0,4,13,0.47,10,12,86
L001787,30,离异,大专,101,18089,18.6,制造业,小型,华东,3.41,0.42,21.46,13.53,15.32,1361.03,18,3.74,保证,设备购置,735,0,0,1,6,0.16,0,1,0
L001788,60,离异,本科,114,15549,23.5,教育,中型,东北,2.24,0.32,13.07,29.61,9.34,1161.74,30,5.55,信用,流动资金,735,0,0,0,5,0.14,1,2,0
L001789,29,离异,本科,68,3011,8.2,制造业,中型,华南,0.35,1.44,-32.80,-34.05,-11.42,1160.88,18,22.09,信用,技术改造,433,7,2,10,10,0.56,30,11,104
L001790,40,已婚,大专,95,30823,,,,华中,,,,,,34.48,48,7.41,抵押,装修,859,0,0,0,4,0.18,1,1,0
L001791,27,已婚,硕士,0,37977,,,,华中,,,,,,65.48,24,6.03,信用,经营周转,706,0,0,0,3,0.17,0,0,0
L001792,43,已婚,大专,0,78169,7.0,居民服务,小型,华东,2.36,0.26,13.24,29.72,17.53,1509.98,36,3.57,信用,经营周转,700,0,0,1,0,0.19,2,0,0
L001793,40,已婚,高中及以下,69,62483,23.6,制造业,大型,华中,2.63,0.33,17.64,20.67,11.99,1323.50,30,6.76,保证,技术改造,879,0,0,1,0,0.15,1,0,0
L001794,24,已婚,博士,0,20152,,,,华东,,,,,,18.99,60,10.06,保证,装修,646,0,0,2,12,0.28,7,4,30
L001795,52,已婚,高中及以下,183,24752,,,,华南,,,,,,198.10,24,7.23,抵押,经营周转,641,1,0,0,5,0.27,4,3,18
L001796,42,已婚,高中及以下,101,15270,21.4,制造业,中型,西南,1.50,0.54,16.75,13.95,20.38,307.40,60,4.04,抵押,原材料采购,705,0,0,1,5,0.15,2,0,0
L001797,58,已婚,高中及以下,47,27362,,,,西北,,,,,,136.00,36,5.67,抵押,消费,849,0,0,1,1,0.10,1,2,0
L001798,28,离异,高中及以下,75,29238,22.6,制造业,小型,华东,1.17,0.70,11.18,0.28,0.76,167.28,48,11.98,保证,经营周转,618,2,0,0,9,0.35,2,0,23
L001799,29,已婚,大专,0,13823,14.2,制造业,小型,华南,0.91,0.93,4.69,-16.41,-5.39,328.76,30,17.13,抵押,经营周转,509,1,0,6,8,0.39,15,2,16
L001800,61,已婚,大专,155,73056,,,,西南,,,,,,61.36,12,5.24,抵押,装修,714,0,0,0,4,0.15,0,1,0
L001801,45,未婚,本科,130,73172,22.6,交通运输,小型,华北,2.18,0.23,13.30,13.93,24.57,799.30,24,4.49,抵押,设备购置,706,0,0,1,1,0.12,0,0,0
L001802,32,已婚,高中及以下,17,13477,,,,西北,,,,,,197.91,12,6.12,抵押,经营周转,736,0,0,1,5,0.15,0,2,0
L001803,30,未婚,高中及以下,80,28205,1.0,制造业,小型,华东,2.06,0.31,13.23,7.09,12.22,1320.17,12,7.36,保证,应收账款融资,825,0,0,0,1,0.07,2,1,0
L001804,51,已婚,本科,161,42058,29.0,农林牧渔,中型,华中,2.20,0.44,15.41,24.49,9.32,502.21,12,6.26,信用,经营周转,822,0,0,0,3,0.06,2,2,0
L001805,50,已婚,高中及以下,98,11436,,,,西北,,,,,,77.67,3,3.88,抵押,流动资金,880,0,0,0,4,0.11,0,0,0
L001806,30,已婚,大专,15,12698,,,,华东,,,,,,46.84,36,20.04,保证,流动资金,386,5,3,7,28,1.01,15,25,130
L001807,43,离异,本科,103,18393,17.7,金融业,小型,华东,0.71,0.78,3.45,-15.98,-7.27,336.35,6,15.79,抵押,经营周转,562,1,1,1,6,0.54,12,11,49
L001808,23,未婚,高中及以下,99,21153,,,,华北,,,,,,33.66,48,9.17,保证,经营周转,708,0,1,0,6,0.27,8,2,0
L001809,60,离异,大专,45,30288,23.7,交通运输,小型,西南,2.58,0.23,9.15,9.22,16.33,937.01,12,5.35,保证,技术改造,766,0,0,1,1,0.09,1,1,6
L001810,55,离异,本科,67,15527,,,,华南,,,,,,72.15,6,6.66,抵押,经营周转,818,0,0,0,5,0.15,0,2,0
L001811,62,未婚,高中及以下,97,13129,23.4,批发零售,小型,华东,1.84,0.32,10.98,20.96,17.77,1153.02,18,4.53,保证,原材料采购,707,0,0,0,3,0.18,0,1,0
L001812,42,已婚,本科,208,8582,26.4,批发零售,小型,华东,0.63,0.91,0.64,-29.17,-8.09,311.44,9,17.24,保证,技术改造,608,1,1,4,9,0.55,9,8,52
L001813,48,已婚,高中及以下,66,49297,29.2,交通运输,小型,西北,2.94,0.55,11.32,9.48,14.37,102.03,12,5.09,保证,应收账款融资,875,0,0,1,4,0.12,0,2,0
L001814,38,未婚,高中及以下,71,7587,,,,西南,,,,,,243.11,18,6.20,保证,流动资金,717,2,0,2,12,0.24,4,3,2
L001815,51,已婚,大专,0,72121,,,,华南,,,,,,74.09,18,3.82,抵押,装修,805,0,0,0,0,0.18,0,2,0
L001816,51,已婚,高中及以下,75,41608,28.5,科学研究,大型,华中,2.63,0.46,16.27,12.33,17.19,855.26,12,7.44,保证,技术改造,711,0,0,0,0,0.17,0,1,0
L001817,63,已婚,本科,0,46133,,,,华南,,,,,,193.36,12,5.48,抵押,经营周转,828,0,0,0,0,0.07,1,0,0
L001818,57,已婚,高中及以下,1,17429,21.5,建筑业,小型,西北,0.92,0.76,-8.78,-13.65,-6.29,675.75,12,11.06,信用,原材料采购,530,6,0,3,9,0.52,13,8,35
L001819,61,离异,本科,0,11588,,,,华东,,,,,,228.25,24,7.19,保证,消费,695,0,0,3,12,0.25,1,1,22
L001820,50,离异,硕士,0,27744,,,,华中,,,,,,156.61,48,3.54,保证,经营周转,708,0,0,0,2,0.11,1,0,0
L001821,47,已婚,高中及以下,128,44624,,,,华东,,,,,,76.05,30,4.21,信用,消费,803,0,0,1,5,0.09,1,2,0
L001822,57,已婚,本科,120,42445,3.1,建筑业,中型,西北,1.82,0.43,22.67,28.23,22.29,1806.46,18,5.24,抵押,经营周转,737,0,0,0,2,0.09,2,0,0
L001823,29,已婚,大专,80,45616,,,,华南,,,,,,108.36,12,5.43,保证,经营周转,712,0,0,0,3,0.13,3,2,0
L001824,23,已婚,本科,105,52553,7.4,制造业,中型,华北,2.03,0.44,11.67,16.81,15.64,435.43,36,5.82,保证,应收账款融资,736,0,0,1,0,0.14,3,2,0
L001825,30,未婚,本科,68,23274,,,,东北,,,,,,160.57,9,6.18,保证,消费,635,2,0,2,4,0.27,7,5,20
L001826,54,离异,高中及以下,0,12315,,,,西南,,,,,,89.89,18,13.15,抵押,装修,513,6,2,4,6,0.57,4,11,140
L001827,52,已婚,本科,94,33078,,,,华东,,,,,,19.54,6,6.61,抵押,流动资金,747,0,0,1,1,0.11,1,0,0
L001828,40,离异,本科,86,71269,,,,华东,,,,,,120.40,12,7.30,信用,流动资金,801,0,0,0,3,0.05,3,0,0
L001829,27,已婚,本科,30,21918,,,,华北,,,,,,120.76,9,7.39,抵押,经营周转,801,0,0,1,0,0.20,0,2,0
L001830,45,已婚,大专,13,23805,,,,华东,,,,,,288.00,30,9.51,保证,装修,655,2,0,0,8,0.26,7,5,13
L001831,50,未婚,本科,84,78116,3.6,建筑业,小型,华南,1.74,0.36,20.99,22.71,12.65,444.10,6,6.22,抵押,应收账款融资,881,0,0,1,5,0.07,2,0,0
L001832,51,已婚,高中及以下,131,9416,,,,西北,,,,,,169.03,24,6.09,信用,装修,661,0,0,0,5,0.21,4,0,4
L001833,40,丧偶,高中及以下,41,56507,2.4,电力燃气,小型,华中,3.11,0.47,12.44,20.71,19.93,1756.10,36,4.47,保证,经营周转,888,0,0,0,2,0.15,1,2,0
L001834,56,已婚,本科,67,50614,10.6,信息技术,小型,西南,3.36,0.53,13.89,7.96,17.46,1188.52,12,6.53,保证,经营周转,824,0,0,0,5,0.15,0,1,4
L001835,28,已婚,本科,83,10575,9.1,批发零售,小型,华北,1.23,0.45,3.27,-4.34,6.82,509.89,18,8.30,抵押,技术改造,637,2,0,0,6,0.23,7,2,16
L001836,64,未婚,大专,54,40475,,,,西北,,,,,,90.97,36,4.59,保证,装修,795,0,0,0,0,0.12,2,0,0
L001837,57,已婚,高中及以下,68,64097,,,,华东,,,,,,165.93,24,4.49,抵押,经营周转,727,0,0,1,4,0.19,3,1,0
L001838,36,未婚,大专,58,68868,8.8,建筑业,中型,华北,2.76,0.40,9.51,8.24,23.87,1529.58,30,4.29,保证,流动资金,726,0,0,1,5,0.09,2,0,0
L001839,61,未婚,大专,0,69893,11.1,租赁商服,中型,华东,2.74,0.24,18.31,27.05,15.92,569.74,30,6.31,保证,设备购置,829,0,0,0,1,0.07,1,0,0
L001840,53,已婚,大专,52,7896,,,,西南,,,,,,120.71,9,9.58,抵押,装修,634,0,1,3,5,0.26,3,4,30
L001841,38,未婚,高中及以下,81,60633,15.9,批发零售,中型,西南,1.74,0.40,19.91,24.22,13.09,516.74,36,6.32,抵押,流动资金,870,0,0,1,4,0.17,1,2,0
L001842,57,离异,大专,0,26842,,,,华南,,,,,,190.21,30,6.05,保证,消费,708,0,0,1,6,0.11,2,0,0
L001843,60,已婚,高中及以下,19,36456,23.1,教育,小型,华中,3.20,0.21,10.88,25.00,11.88,1906.16,24,6.41,抵押,应收账款融资,797,0,0,0,3,0.17,3,2,0
L001844,35,未婚,高中及以下,7,50130,,,,华南,,,,,,22.16,24,5.26,信用,流动资金,844,0,0,0,4,0.07,2,0,0
L001845,61,离异,大专,0,30558,,,,西北,,,,,,63.81,12,4.43,抵押,装修,794,0,0,0,3,0.13,0,1,0
L001846,40,未婚,本科,70,12726,,,,华南,,,,,,74.41,3,13.24,信用,经营周转,614,3,2,4,10,0.33,4,5,78
L001847,65,已婚,本科,93,59717,,,,华中,,,,,,187.71,12,7.33,信用,流动资金,751,0,0,0,6,0.20,0,1,0
L001848,34,未婚,硕士,55,6675,14.1,住宿餐饮,小型,西北,1.39,0.67,9.89,3.60,9.48,107.71,36,11.51,保证,技术改造,612,2,0,0,8,0.32,7,5,46
L001849,49,已婚,本科,116,14746,,,,华南,,,,,,274.32,18,14.19,抵押,流动资金,517,6,1,4,14,0.65,7,7,82
L001850,44,未婚,高中及以下,21,8721,19.5,住宿餐饮,中型,华东,2.23,0.37,16.86,14.41,12.11,745.98,12,3.60,信用,技术改造,828,0,0,0,0,0.08,3,2,0
L001851,64,已婚,高中及以下,44,45521,,,,华北,,,,,,42.54,48,5.69,信用,装修,813,0,0,1,6,0.08,2,2,0
L001852,41,已婚,高中及以下,107,40153,,,,华东,,,,,,29.92,36,6.92,保证,装修,862,0,0,1,5,0.10,2,2,0
L001853,62,未婚,博士,61,77203,,,,华东,,,,,,11.19,3,4.42,保证,消费,815,0,0,0,1,0.10,2,2,0
L001854,29,已婚,高中及以下,79,12020,,,,华东,,,,,,154.90,18,4.33,抵押,装修,852,0,0,1,6,0.17,2,1,0
